"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""POST /RightsWeb/myrights/rest/getNewCardBranch?cd=1769567982182 HTTP/1.1"" 200 332 27 ""https://abc.example.com//myrights/c"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /performancemgmt/assets/emojies/white_check_mark.png HTTP/1.1"" 200 3445 4 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /performancemgmt/assets/deleteIcon.svg HTTP/1.1"" 200 1139 14 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /performancemgmt/assets/emojies/thumbsup.png HTTP/1.1"" 200 5075 4 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /app/widgets/portal.js?type=small HTTP/1.1"" 200 892 62 ""https://www.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /UtxApps/rest/getAlerts HTTP/1.1"" 200 1241 16 ""https://abc.example.com//UtxPortal/us/en/home/LandingPages/GPSPROCUREMENT.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /UtxApps/rest/fetchTrendingApps?from=NEW&source=web HTTP/1.1"" 200 511 10 ""https://abc.example.com//UtxPortal/us/en/home/LandingPages/GPSPROCUREMENT.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""POST /UtxApps/rest/fetchfavApps HTTP/1.1"" 200 866 14 ""https://abc.example.com//UtxPortal/us/en/home/LandingPages/GPSPROCUREMENT.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /utxHomeApp/fetchAemUserCount HTTP/1.1"" 200 30 13 ""https://abc.example.com//UtxPortal/us/en/home/LandingPages/GPSPROCUREMENT.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /ievolve/assets/header-pattern-low.png HTTP/1.1"" 200 6540 26 ""https://abc.example.com//"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /coursetx/learner/ContentType HTTP/1.1"" 200 333 32 ""https://abc.example.com//myLearnings/courses/inprogress"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""POST /ScormEngineInterface/lrs/activities/state?method=PUT HTTP/1.1"" 204 - 37 ""https://ievolvecontent.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""POST /ScormEngineInterface/lrs/activities/state?method=PUT HTTP/1.1"" 204 - 42 ""https://ievolvecontent.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /ievolve/assets/sprite-img-4.png HTTP/1.1"" 200 206006 25 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /ievolve/assets/sprite-img-5.png HTTP/1.1"" 200 207088 28 ""https://abc.example.com//"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /ievolve/common/appdetails.json HTTP/1.1"" 200 142 9 ""https://abc.example.com//coursedetails/43893"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /ievolve/chunk-TMNXRB67.js HTTP/1.1"" 200 653 30 ""https://abc.example.com//course/intermediate/85096/252756252"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /homepagetx/learner/viewNotificationCount HTTP/1.1"" 200 89 38 ""https://abc.example.com//course/intermediate/2735/252756356"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""POST /ScormEngineInterface/lrs/activities/state?method=PUT HTTP/1.1"" 204 - 34 ""https://ievolvecontent.company.net/"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /coursemr/learner/getRecommendedAllData HTTP/1.1"" 200 599 43 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /commondata/common/isSupervisorFlag HTTP/1.1"" 200 125 23 ""https://abc.example.com//course/intermediate/2735/252756356"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /clientsupervisor/rest/ms_version.json HTTP/1.1"" 200 386 18 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /content/UtxPortal/us/en/home/megamenu.html HTTP/1.1"" 200 986 43 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /content/UtxPortal.model.json HTTP/1.1"" 200 82285 29 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""GET /content/UtxPortal/us/en/home/jcr:content/root/responsivegrid/indexpage.model.tidy.json HTTP/1.1"" 200 38940 34 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET / HTTP/1.1"" 302 - 1 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /companyWidgets/rest/helperController/?data=%7B%22AppName%22%3A%22iEvolve%20Learner%22%7D&callback=helperSuccess&_=1769567997443 HTTP/1.1"" 200 468 23 ""https://ievolveng.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""POST /timesheet/ServiceGateway/service HTTP/1.1"" 200 201 11 ""https://abc.example.com//Login/bridge?"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"""
"<182>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:00 +0530] ""GET /login/css/Modified/bootstrap.css HTTP/1.1"" 200 80 36510"
"<182>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:00 +0530] ""GET /login/css/Modified/bootstrap.css HTTP/1.1"" 200 80 36510"
"<182>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:00 +0530] ""GET /logout/js/jquery-latest.pack.js HTTP/1.1"" 200 80 89476"
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/appResources/css/balanceReport.css HTTP/1.1"" 200 5822 25 ""https://abc.example.com//index.html?cd=1769567994918"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /polyfills.b7bbe482805ca961.js HTTP/1.1"" 200 12650 38 ""https://mydocuments.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/appResources/img/Sick3_S.png HTTP/1.1"" 200 3703 7 ""https://abc.example.com//index.html?cd=1769567987084"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/pages/leave/leave_xssSecure.html HTTP/1.1"" 200 1016 18 ""https://abc.example.com//index.html?cd=1769567994918"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""POST /leaverest/rest/checkBalTabAccess HTTP/1.1"" 200 90 37 ""https://abc.example.com//index.html?cd=1769567994918"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""POST /leaverest/rest/chkDatafornorway?cd=1769567999966 HTTP/1.1"" 200 46 43 ""https://abc.example.com//index.html?cd=1769567994918"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/appResources/img/Sick2_NS.png HTTP/1.1"" 200 2275 18 ""https://abc.example.com//index.html?cd=1769567987084"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/pages/leave/balance_leaveReportTab.html HTTP/1.1"" 200 5801 25 ""https://abc.example.com//index.html?cd=1769567994918"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""POST /leaverest/rest/common/uploadFooterlogoImg HTTP/1.1"" 200 1784 496 ""https://abc.example.com//index.html?cd=1769567994918"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /timesheet/resources/css/modules/timesheet/images/slider.png HTTP/1.1"" 200 1121 12 ""https://abc.example.com//resources/css/modules/timesheet/ui.timesheetTaskDetails.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /TravelInitiation/assets/web-icons/Icon-arrow-forward-blue.svg HTTP/1.1"" 200 325 7 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /TravelInitiation/assets/web-icons/i_info.png HTTP/1.1"" 200 3114 5 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""POST /Ess/rest/login/ping HTTP/1.1"" 200 171 35 ""https://abc.example.com//login"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /Ess/assets/images/menu_V2/menu_slider.png HTTP/1.1"" 200 1040 6 ""https://abc.example.com//App"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""POST /Ess/rest/AppEndpoint/menu_read HTTP/1.1"" 200 5419 75 ""https://abc.example.com//App"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /gems/resources/build/styles.64ae60f42d60f662.css HTTP/1.1"" 200 127850 71 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /gems/resources/build/scripts.d1d46c7430d34018.js HTTP/1.1"" 200 94726 30 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /gems/resources/build/main.2f82d160c8cbf4f9.js HTTP/1.1"" 200 452852 192 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/appResources/js/commonHomeController.js HTTP/1.1"" 200 1713 16 ""https://abc.example.com//index.html?cd=1769567989879"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/appResources/js/Controller.js HTTP/1.1"" 200 11121 19 ""https://abc.example.com//index.html?cd=1769567989879"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/appResources/img/icon_branding_company/icon_branding_company/icon_menu.png HTTP/1.1"" 200 1040 8 ""https://abc.example.com//appResources/css/landing.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/appResources/js/leaveApproverController.js HTTP/1.1"" 200 9556 24 ""https://abc.example.com//index.html?cd=1769567989879"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/appResources/js/myReqListController.js HTTP/1.1"" 200 6978 19 ""https://abc.example.com//index.html?cd=1769567989879"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/appResources/img/menu/sprites_menu.png HTTP/1.1"" 200 9498 6 ""https://abc.example.com//appResources/css/landing.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/extResources/jquery/jquery-3.6.3.min.js HTTP/1.1"" 200 31843 14 ""https://abc.example.com//index.html?cd=1769567989879"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/extResources/d3/d3.min.js HTTP/1.1"" 200 54379 31 ""https://abc.example.com//index.html?cd=1769567991829"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/appResources/js/applyLevDirectives.js HTTP/1.1"" 200 19877 34 ""https://abc.example.com//index.html?cd=1769567991829"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/index.html?cd=1769567999283 HTTP/1.1"" 200 7066 39 ""https://gess.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/appResources/js/angular-datepicker.js HTTP/1.1"" 200 6215 18 ""https://abc.example.com//index.html?cd=1769567989879"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/appResources/js/cmnReqController.js HTTP/1.1"" 200 1941 13 ""https://abc.example.com//index.html?cd=1769567812964"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/appResources/js/applyLevFactories.js HTTP/1.1"" 200 3283 15 ""https://abc.example.com//index.html?cd=1769567991829"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /leave/appResources/js/calender.js HTTP/1.1"" 200 4643 21 ""https://abc.example.com//index.html?cd=1769567994703"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""POST /Ess/rest/ReturnOfficeEndpoint/return_office HTTP/1.1"" 200 2698 25 ""https://abc.example.com//App/RETURN_Office"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"""
